execution_time,timestamp,cpu_utilization,memory_usage, cpu_temperature
28,2023-05-24 10:56:44.157164,0,0,0
28,2023-05-24 10:56:44.191418,0,0,0
28,2023-05-24 10:56:44.225342,0,0,0
25,2023-05-24 10:56:44.256793,0,0,0
26,2023-05-24 10:56:44.289249,0,0,0
27,2023-05-24 10:56:44.322438,0,0,0
90,2023-05-24 10:56:44.419453,0,0,0
31,2023-05-24 10:56:44.456716,0,0,0
43,2023-05-24 10:56:44.515790,0,0,0
115,2023-05-24 10:56:44.641776,0,0,0
104,2023-05-24 10:56:44.775818,0,0,0
36,2023-05-24 10:56:44.821678,0,0,0
41,2023-05-24 10:56:44.883476,0,0,0
28,2023-05-24 10:56:44.919095,0,0,0
45,2023-05-24 10:56:44.971845,0,0,0
51,2023-05-24 10:56:45.030257,0,0,0
42,2023-05-24 10:56:45.082424,0,0,0
31,2023-05-24 10:56:45.122327,0,0,0
39,2023-05-24 10:56:45.182668,0,0,0
45,2023-05-24 10:56:45.237473,0,0,0
57,2023-05-24 10:56:45.316723,0,0,0
44,2023-05-24 10:56:45.383623,0,0,0
35,2023-05-24 10:56:45.425361,0,0,0
42,2023-05-24 10:56:45.479386,0,0,0
27,2023-05-24 10:56:45.513266,0,0,0
26,2023-05-24 10:56:45.545528,0,0,0
26,2023-05-24 10:56:45.580860,0,0,0
30,2023-05-24 10:56:45.617620,0,0,0
30,2023-05-24 10:56:45.654961,0,0,0
29,2023-05-24 10:56:45.691554,0,0,0
29,2023-05-24 10:56:45.727933,0,0,0
30,2023-05-24 10:56:45.764972,0,0,0
30,2023-05-24 10:56:45.801679,0,0,0
28,2023-05-24 10:56:45.836741,0,0,0
31,2023-05-24 10:56:45.874379,0,0,0
37,2023-05-24 10:56:45.918344,0,0,0
39,2023-05-24 10:56:45.964296,0,0,0
34,2023-05-24 10:56:46.005308,0,0,0
